TOKEN_ID,TOKEN_NAME,Background,Race,Eyes,Eye Color,Shirt,Hair,Neck,Drip Score,Core,Drip Grade,Number,Face Decoration,Hat,Glasses,Necklace,Earring
4388,Milady 4388,streets,clay,sparkle,green,pink knit polo,braid green,,40,prep-harajuku,s-drip,4388,face piercings,heihei hat,,,dual rings silver
4389,Milady 4389,bushland,pink,dilated,gold,special people shirt,,,32,harajuku-gyaru,b-drip,4389,nose ring gold,strawberry hat,,,bar piercings
4390,Milady 4390,roadside,clay,classic,aqua,mwo shirt,tuft dark,,23,lolita-gyaru,normal,4390,,bear hat,,,
4391,Milady 4391,bushland,pink,teary,brown,leopard polo,og blonde,,39,lolita-gyaru,a-drip,4391,,bear hat,cobain glasses,,
4392,Milady 4392,sunset,black,classic,blue,special people shirt,braid blue,,33,lolita-gyaru,b-drip,4392,,cat ears with bell,,,
4393,Milady 4393,sunset,pink,sleepy,blue,green blazer,og blonde,,16,prep,normal,4393,,,,,
4394,Milady 4394,bushland,clay,sparkle,blue,black blazer,braid brown,,18,prep-gyaru,normal,4394,,trucker im so,,,
4395,Milady 4395,mountain,clay,closed,aqua,sheep pullover,og blonde,,27,prep-harajuku,c-drip,4395,,heihei hat,,,
4396,Milady 4396,bushland,clay,sparkle,green,blue sweatervest,tuft green,,24,prep,normal,4396,face piercings,plaid bonnet,,,
4397,Milady 4397,bushland,black,crying,aqua,mape hoodie,short blonde,,39,hypebeast-harajuku,a-drip,4397,,bandana,,,safety pin piercing
4398,Milady 4398,sunset,alien,dilated,green,maid,bowl slate,anime chest tattoo,55,lolita,ss-drip,4398,,pink bow,,,cherry earring
4399,Milady 4399,bushland,clay,sparkle,brown,im cute im punk shirt,tuft blue,,24,prep-gyaru,normal,4399,,beret,,,chrome cross
4400,Milady 4400,clouds,clay,teary,green,sailor lolita,bowl purple,,30,lolita-gyaru,b-drip,4400,,brown cowboy hat,,,
4401,Milady 4401,bushland,tan,spiral,green,jesus tank,og orange,,29,lolita-gyaru,c-drip,4401,,blue pink bow,,mestwood pearl necklace,
4402,Milady 4402,sunset,clay,smug,blue,knit sweater,bowl brown,,22,prep,normal,4402,,,,coral cross necklace,double safety pins
4403,Milady 4403,sunset,pale,sparkle,green,silk shirt,og green,,36,lolita-hypebeast,a-drip,4403,,blue pink bow,mottega sunglasses blue,,
4404,Milady 4404,sunrise,pink,classic,aqua,heihei shirt,tuft blue,,34,harajuku,b-drip,4404,milady pilled tattoo,,,smiley bead necklace,
4405,Milady 4405,mountain,clay,teary,green,remilia tank,short blonde,,34,gyaru,b-drip,4405,,trucker hat 911,prescription glasses,,
4406,Milady 4406,bushland,pale,classic,green,red puffer,bowl green,,21,hypebeast,normal,4406,,,round glasses,,cherry earring
4407,Milady 4407,roadside,pale,sparkle,blue,bear sweater,og blonde,,15,prep,normal,4407,star heart tattoo,,,,
4408,Milady 4408,bushland,clay,teary,blue,super lover shirt,braid purple,,28,gyaru,c-drip,4408,black hearts tattoo,,,,
4409,Milady 4409,train,pale,teary,brown,matagonia pullover,braid purple,,42,hypebeast-gyaru,s-drip,4409,,flower clip,,,chain earrings
4410,Milady 4410,streets,tan,classic,leaf,mwo shirt,bowl slate,,35,gyaru,a-drip,4410,,flower clip,,,
4411,Milady 4411,mountain,clay,classic,green,ribbon lolita,short green,,21,lolita-gyaru,normal,4411,,trucker oasis,prescription glasses,,
4412,Milady 4412,roadside,pink,closed,blue,western jacket,og orange,,39,hypebeast,a-drip,4412,,alien hat,,,
4413,Milady 4413,mountain,clay,dilated,blue,western jacket,braid black,,19,hypebeast,normal,4413,,,,,
4414,Milady 4414,sunset,pink,dilated,blue,blue ribbon tank,og frosted purple,,25,gyaru,normal,4414,,,,lean neck tattoo,
4415,Milady 4415,nagano,pale,dilated,green,matagonia pullover,bowl brown,,42,hypebeast,s-drip,4415,,dubai hat,,,safety pin piercing
4416,Milady 4416,bushland,pink,crying,green,jesus tank,og orange,,27,harajuku-gyaru,c-drip,4416,,bandana,,milady beads,
4417,Milady 4417,bushland,pale,dilated,lilac,matagonia pullover,,,43,hypebeast-harajuku,s-drip,4417,,strawberry hat,harajuku glasses,girl necklace,cross earring
4418,Milady 4418,sonora,pink,heart eyes,green,maf creeper,og black,,26,prep-hypebeast,c-drip,4418,,plaid bonnet,,,
4419,Milady 4419,bushland,clay,sparkle,blue,maid,og green,,22,lolita,normal,4419,,,,,chain earrings
4420,Milady 4420,sunset,pink,sparkle,gold,peter pan collar shirt,tuft brown,,21,lolita-harajuku,normal,4420,,bandana,,,
4421,Milady 4421,sunrise,pale,sleepy,brown,pink knit polo,bowl purple,,31,prep,b-drip,4421,nose ring gold,,,,strawberry earring
4422,Milady 4422,roadside,clay,classic,brown,tie dye shirt,tuft blue,,22,lolita-harajuku,normal,4422,,cat ears with bell,,,
4423,Milady 4423,sunrise,pink,closed,grey,bear sweater,short orange,,31,prep,b-drip,4423,,varsity cap,,,
4424,Milady 4424,bushland,pink,crying,green,sheep pullover,tuft blue,anime chest tattoo,33,lolita-prep,b-drip,4424,,pink bonnet,,,
4425,Milady 4425,sunrise,pale,sleepy,brown,western jacket,bowl purple,,28,prep-hypebeast,c-drip,4425,star heart tattoo,plaid bonnet,,,
4426,Milady 4426,mountain,tan,dilated,green,special people shirt,og blue,,21,gyaru,normal,4426,,,,,
4427,Milady 4427,bushland,black,dilated,green,bowling shirt oriental,tuft purple,castle neck tattoo,50,hypebeast-harajuku,ss-drip,4427,temple cross tattoo,cat earmuffs,,smiley bead necklace,
4428,Milady 4428,sonora,tan,sleepy,green,skull sweater,short blonde,,29,hypebeast,c-drip,4428,nose ring gold,,,,
4429,Milady 4429,bushland,pink,dilated,brown,active dissident shirt,tuft purple,,31,gyaru,b-drip,4429,crescent tattoo,,,,
4430,Milady 4430,sonora,pink,dilated,green,bowling shirt,braid brown,,27,hypebeast,c-drip,4430,,,,,
4431,Milady 4431,mountain,tan,dilated,green,tie dye shirt,bowl blue,spider neck tattoo,42,lolita-harajuku,s-drip,4431,,goth headband,moakleys,,
4432,Milady 4432,clouds,pink,classic,blue,sailor lolita,og blue,castle neck tattoo,35,lolita-prep,a-drip,4432,,orange beret,,,
4433,Milady 4433,mountain,pale,sparkle,green,sheep pullover,bowl slate,,25,prep-gyaru,normal,4433,,cross cap pink,,,
4434,Milady 4434,sunset,pink,sparkle,green,active dissident shirt,braid green,,28,gyaru,c-drip,4434,,,prescription glasses,,
4435,Milady 4435,bushland,pale,heart eyes,grey,chore coat,short blue,,24,hypebeast,normal,4435,star heart tattoo,,,,
4436,Milady 4436,mountain,pink,teary,green,im cute im punk shirt,og orange,lean neck tattoo,35,gyaru,a-drip,4436,teardrops tattoo,trucker pink camo,,,
4437,Milady 4437,tennis,pale,sparkle,green,special people shirt,og frosted purple,spider neck tattoo,23,gyaru,normal,4437,,,,,
4438,Milady 4438,clouds,clay,dilated,brown,sweater and tie,og blue,,23,prep,normal,4438,,,,,chain earrings
4439,Milady 4439,sunset,pink,sleepy,green,meedles tracksuit,braid green,,53,hypebeast-gyaru,ss-drip,4439,,flower clip,moakleys,,burger earring
4440,Milady 4440,clouds,pale,sleepy,blue,meedles tracksuit,bowl harajuku dye,,36,hypebeast,a-drip,4440,,,,,cherry earring
4441,Milady 4441,sunset,clay,classic,green,fur coat,og orange,,31,lolita-harajuku,b-drip,4441,,migoko hat,,,
4442,Milady 4442,roadside,pink,dilated,green,leopard vest,bowl green,,26,hypebeast-harajuku,c-drip,4442,,treeprint bucket,,,
4443,Milady 4443,sunset,pink,teary,brown,red puffer,braid brown,anime chest tattoo,28,hypebeast,c-drip,4443,,,,,dual rings gold
4444,Milady 4444,sunrise,pale,sparkle,green,bowling shirt,braid purple,,33,hypebeast,b-drip,4444,,,,lean neck tattoo,
4445,Milady 4445,bushland,pink,sparkle,green,super lover shirt,tuft dark,,26,gyaru,c-drip,4445,,backwards trucker pink,,,dual rings silver
4446,Milady 4446,nagano,pale,classic,leaf,knit sweater,bowl slate,,25,prep,normal,4446,,tennis visor,,,
4447,Milady 4447,roadside,pale,classic,green,maf rothko,bowl harajuku dye,,46,hypebeast,ss-drip,4447,temple cross tattoo,,cobain glasses,,
4448,Milady 4448,roadside,clay,sleepy,lilac,mwo shirt,bowl purple,,27,gyaru,c-drip,4448,,,prescription glasses,,
4449,Milady 4449,sunrise,clay,classic,blue,green blazer,og frosted blonde,castle neck tattoo,32,prep,b-drip,4449,,tennis visor,,,
4450,Milady 4450,mountain,tan,teary,green,bosozuku jacket,short orange,,49,harajuku-gyaru,ss-drip,4450,,flower clip,,,cherry earring
4451,Milady 4451,streets,pink,teary,brown,bowling shirt oriental,short blonde,,33,hypebeast,b-drip,4451,,,,mestwood pearl necklace,
4452,Milady 4452,sunset,clay,teary,brown,black blazer,og frosted purple,,25,prep-hypebeast,normal,4452,,treeprint bucket,,,
4453,Milady 4453,mountain,pink,sparkle,brown,peter pan collar shirt,tuft green,,15,lolita,normal,4453,,,,,
4454,Milady 4454,yashima,clay,dilated,blue,tie dye shirt,short blonde,,17,harajuku,normal,4454,,,,,
4455,Milady 4455,sunrise,pink,dilated,green,jesus tank,bowl blue,,18,gyaru,normal,4455,,,,,
4456,Milady 4456,clouds,pale,sparkle,green,goth harajuku,og black,,29,lolita-harajuku,c-drip,4456,,pink bonnet,larry glasses,,
4457,Milady 4457,streets,tan,classic,brown,im cute im punk shirt,tuft green,,35,harajuku-gyaru,a-drip,4457,,halo,,,
4458,Milady 4458,clouds,pale,spiral,lilac,pink knit polo,braid purple,,39,lolita-prep,a-drip,4458,,cat ears with bell,,,loop chain earring
4459,Milady 4459,bushland,pink,sleepy,brown,pink knit polo,tuft brown,,25,lolita-prep,normal,4459,star heart tattoo,fuzz earmuffs,,,
4460,Milady 4460,sunset,clay,classic,brown,leopard polo,og black,,31,gyaru,b-drip,4460,,,cobain glasses,pearl necklace,
4461,Milady 4461,casino,black,dilated,lilac,ribbon lolita,og orange,castle neck tattoo,32,lolita,b-drip,4461,temple cross tattoo,,,,safety pin piercing
4462,Milady 4462,yashima,clay,smug,brown,ulzzang coat,tuft blue,,30,prep-gyaru,b-drip,4462,,trucker hat 911,,,
4463,Milady 4463,tennis,black,teary,brown,remilia tank,bowl black,castle neck tattoo,34,prep-gyaru,b-drip,4463,,beret,,,
4464,Milady 4464,sunrise,pale,sparkle,blue,heihei shirt,og frosted purple,,30,harajuku,b-drip,4464,,,,milady beads,
4465,Milady 4465,sunset,pink,dilated,brown,super lover shirt,tuft green,anime chest tattoo,24,gyaru,normal,4465,,,prescription glasses,,
4466,Milady 4466,roadside,clay,sleepy,leaf,fuzzy coat,bowl slate,,18,prep,normal,4466,,,,,
4467,Milady 4467,sonora,pale,dilated,green,tennis outfit,tuft green,,44,prep-hypebeast,s-drip,4467,,meedles headband,prescription glasses,evil eye necklace,
4468,Milady 4468,mountain,clay,sparkle,brown,jesus tank,short pink,,33,prep-gyaru,b-drip,4468,,tennis visor,,,diamond stud
4469,Milady 4469,roadside,clay,classic,blue,sweater and tie,bowl black,,25,lolita-prep,normal,4469,nose ring silver,bear hat,,,
4470,Milady 4470,sunrise,pink,sleepy,blue,chore coat,braid purple,,29,hypebeast,c-drip,4470,,,,,
4471,Milady 4471,casino,pink,teary,brown,meedles tracksuit,braid blue,,47,prep-hypebeast,ss-drip,4471,nose ring gold,spotted fur hat,,,bar piercings
4472,Milady 4472,bushland,pale,teary,aqua,goth harajuku,bowl brown,anime chest tattoo,40,harajuku,s-drip,4472,,bear ears,round glasses,,flower earring
4473,Milady 4473,bjork,pink,spiral,blue,matagonia pullover,tuft blue,,36,lolita-hypebeast,a-drip,4473,,blue pink bow,,,
4474,Milady 4474,clouds,pink,classic,green,leopard polo,og blue,,36,hypebeast-gyaru,a-drip,4474,,miteryx beanie,,,
4475,Milady 4475,sunrise,pale,sparkle,green,blue ribbon tank,short blonde,castle neck tattoo,22,gyaru,normal,4475,,,,milady beads,
4476,Milady 4476,sunset,pink,dilated,brown,fur coat,bowl slate,,28,lolita,c-drip,4476,,,mottega sunglasses blue,,cross earring
4477,Milady 4477,sunset,clay,teary,lilac,silk shirt,braid green,,40,hypebeast,s-drip,4477,,,harajuku glasses,,
4478,Milady 4478,sunrise,pale,teary,brown,cardigan tee,bowl brown,,35,harajuku,a-drip,4478,face piercings,bear ears,,fliphone lanyard,
4479,Milady 4479,bushland,pale,teary,blue,green blazer,og green,,22,prep-gyaru,normal,4479,,workin cap,,,
4480,Milady 4480,sunrise,pale,teary,blue,fur coat,og frosted blonde,,31,lolita,b-drip,4480,nose ring silver,,prescription glasses,,dual rings gold
4481,Milady 4481,sunset,clay,crying,green,hikki condition shirt,og black,,30,hypebeast-gyaru,b-drip,4481,,trucker gothic milady,,,bar piercings
4482,Milady 4482,sunrise,pale,closed,blue,maf rothko,braid black,spider neck tattoo,41,hypebeast-harajuku,s-drip,4482,face piercings,bandana,round glasses,,
4483,Milady 4483,casino,pale,sleepy,aqua,matagonia pullover,tuft green,spider neck tattoo,33,hypebeast-gyaru,b-drip,4483,,aloha visor,,silver coin necklace,
4484,Milady 4484,sonora,clay,dilated,brown,active dissident shirt,og frosted purple,,35,hypebeast-gyaru,a-drip,4484,,trucker gothic milady,,,diamond stud
4485,Milady 4485,mountain,pink,dilated,brown,black blazer,og blonde,,21,prep-gyaru,normal,4485,,backwards trucker pink,,,dual rings gold
4486,Milady 4486,roadside,clay,teary,brown,green blazer,tuft brown,,20,lolita-prep,normal,4486,,goth headband,,,
4487,Milady 4487,yashima,pink,teary,green,matagonia pullover,,,44,hypebeast-harajuku,s-drip,4487,face piercings,strawberry hat,prescription glasses,pearl necklace,
4488,Milady 4488,streets,pale,sleepy,green,tie dye shirt,bowl green,,18,harajuku-gyaru,normal,4488,,trucker white rabbit,,,
4489,Milady 4489,bushland,pink,sleepy,blue,maf creeper,tuft dark,,31,hypebeast,b-drip,4489,nose ring gold,,mottega sunglasses blue,,dual rings silver
4490,Milady 4490,bushland,pale,sparkle,green,mouse tank,short green,,27,gyaru,c-drip,4490,,cross cap white,,lean neck tattoo,
4491,Milady 4491,mountain,black,sparkle,blue,maf creeper,short blue,,37,lolita-hypebeast,a-drip,4491,,pink bonnet,,,strawberry earring
4492,Milady 4492,sunrise,black,sleepy,green,skull sweater,tuft blue,lean neck tattoo,39,hypebeast,a-drip,4492,temple cross tattoo,,,,
4493,Milady 4493,mountain,clay,dilated,brown,blue pink shirt,bowl brown,,23,lolita-harajuku,normal,4493,nose ring gold,fez,,,
4494,Milady 4494,sunset,pale,dilated,blue,bear sweater,short blue,,15,prep,normal,4494,,,,,
4495,Milady 4495,bushland,pale,classic,lilac,zip polo,og blonde,,36,harajuku-gyaru,a-drip,4495,,trucker pink camo,,fliphone lanyard,
4496,Milady 4496,sunrise,pink,dilated,green,black blazer,tuft green,,18,prep,normal,4496,,,,,dual rings gold
4497,Milady 4497,yashima,pink,sleepy,aqua,kogal cardigan,bowl blue,,39,prep-gyaru,a-drip,4497,,cross cap pink,,,heart pearls earring
4498,Milady 4498,clouds,tan,sleepy,brown,im cute im punk shirt,bowl black,,23,gyaru,normal,4498,,,,,cross earring
4499,Milady 4499,sonora,clay,sparkle,green,silk shirt,og blonde,,28,hypebeast-gyaru,c-drip,4499,,shy saints cap,,,
4500,Milady 4500,sunrise,clay,teary,blue,mouse tank,braid black,,20,gyaru,normal,4500,,,,coral cross necklace,
4501,Milady 4501,train,pink,closed,green,cardigan tee,braid green,,45,harajuku-gyaru,ss-drip,4501,snakebites,cross cap pink,,cherry necklace,
4502,Milady 4502,bushland,pink,teary,brown,heihei shirt,bowl brown,,31,harajuku,b-drip,4502,nose ring gold,,,girl necklace,double safety pins
4503,Milady 4503,clouds,pale,sparkle,brown,gold spray puffer,braid green,,33,hypebeast-gyaru,b-drip,4503,,flower clip,,,
4504,Milady 4504,sonora,pale,classic,green,matagonia pullover,braid brown,,24,hypebeast,normal,4504,,,,,
4505,Milady 4505,bushland,clay,sparkle,green,sailor lolita,bowl slate,,27,lolita,c-drip,4505,,pink bow,,,
4506,Milady 4506,bushland,pink,sparkle,leaf,red puffer,short green,,21,hypebeast-gyaru,normal,4506,,trucker construction,,,
4507,Milady 4507,harajuku,pale,teary,brown,silk shirt,bowl green,,45,lolita-hypebeast,ss-drip,4507,tyson tribal tattoo,pink bow,,,dual rings gold
4508,Milady 4508,tennis,clay,dilated,blue,sailor lolita,short pink,,32,lolita-gyaru,b-drip,4508,nose ring gold,backwards trucker pink,,,
4509,Milady 4509,sunset,pink,sparkle,green,mouse tank,short green,,28,gyaru,c-drip,4509,face piercings,,,,cherry earring
4510,Milady 4510,sunset,alien,dilated,green,remilia tank,bowl blue,,41,lolita-gyaru,s-drip,4510,,bear hat,,,
4511,Milady 4511,streets,pink,crying,green,ulzzang coat,short blonde,,32,lolita-prep,b-drip,4511,,goth headband,,,
4512,Milady 4512,bushland,tan,dilated,brown,meline teddy,bowl blue,,36,hypebeast-gyaru,a-drip,4512,,trucker im so,,,
4513,Milady 4513,sunset,clay,teary,brown,maid,bowl green,,20,lolita,normal,4513,,,,,dual rings gold
4514,Milady 4514,sunrise,pink,sparkle,blue,goth poncho,bowl green,,32,lolita-harajuku,b-drip,4514,,bandana,,,safety pin piercing
4515,Milady 4515,sunrise,pale,sleepy,blue,fuzzy coat,og frosted purple,,43,prep-harajuku,s-drip,4515,nose ring silver,kossphones,larry glasses,,
4516,Milady 4516,casino,pale,sparkle,brown,hikki condition shirt,short orange,,23,gyaru,normal,4516,,,,,
4517,Milady 4517,mountain,clay,closed,green,bosozuku jacket,og blonde,spider neck tattoo,37,harajuku,a-drip,4517,,,,cherry necklace,cherry earring
4518,Milady 4518,clouds,pale,sparkle,blue,mouse tank,bowl slate,,35,gyaru,a-drip,4518,,trucker im so,harajuku glasses,pearl necklace,cross earring
4519,Milady 4519,clouds,black,dilated,blue,pink knit polo,bowl purple,,41,prep-harajuku,s-drip,4519,,kossphones,,,
4520,Milady 4520,yashima,alien,classic,blue,heihei shirt,short blonde,,50,harajuku,ss-drip,4520,,,,fliphone lanyard,double safety pins
4521,Milady 4521,bushland,pink,classic,blue,ribbon lolita,og orange,,30,lolita-harajuku,b-drip,4521,,cake hat,,,dual rings gold
4522,Milady 4522,mountain,pale,classic,brown,black blazer,short pink,,25,prep,normal,4522,snakebites,,,,
4523,Milady 4523,clouds,pale,classic,brown,heihei shirt,og blue,,30,lolita-harajuku,b-drip,4523,,fuzz earmuffs,round glasses,,
4524,Milady 4524,mountain,pink,classic,green,blue sweatervest,og blue,,37,prep-harajuku,a-drip,4524,nose ring silver,kossphones,,silver coin necklace,cherry earring
4525,Milady 4525,mountain,tan,sleepy,blue,matagonia pullover,bowl brown,,36,hypebeast-gyaru,a-drip,4525,,trucker oasis,sunglasses,,
4526,Milady 4526,mountain,tan,teary,aqua,kogal cardigan,braid green,,33,prep-hypebeast,b-drip,4526,teardrops tattoo,treeprint bucket,,,
4527,Milady 4527,sunset,pink,dilated,blue,black blazer,og green,,18,prep,normal,4527,,,,,
4528,Milady 4528,sunrise,pale,teary,blue,pink knit polo,tuft green,anime chest tattoo,40,prep,s-drip,4528,,spotted fur hat,,,
4529,Milady 4529,tennis,pale,smug,green,mwo shirt,bowl black,,50,gyaru,ss-drip,4529,,cross cap pink,sunglasses,,heart pearls earring
4530,Milady 4530,mountain,pink,teary,blue,gold spray puffer,og frosted blonde,,50,hypebeast,ss-drip,4530,,dubai hat,,,loop chain earring
4531,Milady 4531,clouds,clay,spiral,brown,gold spray puffer,tuft dark,,34,prep-hypebeast,b-drip,4531,,orange beret,,,
4532,Milady 4532,sunrise,tan,smug,grey,malenciaga jersey,short blue,castle neck tattoo,42,hypebeast,s-drip,4532,,,,,double safety pins
4533,Milady 4533,sunset,pink,heart eyes,blue,remilia tank,braid brown,,36,gyaru,a-drip,4533,nose ring silver,,,fliphone lanyard,cross earring
4534,Milady 4534,sunrise,pink,sparkle,blue,fur coat,og black,,19,lolita,normal,4534,,,,,
4535,Milady 4535,mountain,tan,sleepy,blue,blue sweatervest,og black,,25,prep,normal,4535,,,,,chrome cross
4536,Milady 4536,tennis,clay,teary,blue,cardigan tee,og frosted blonde,,42,lolita-harajuku,s-drip,4536,face piercings,cat ears with bell,,milady beads,dual rings gold
4537,Milady 4537,sunrise,pale,teary,blue,goth poncho,tuft brown,,21,lolita,normal,4537,,,,,
4538,Milady 4538,sunset,pale,classic,green,sailor lolita,og blue,spider neck tattoo,22,lolita,normal,4538,,,,,
4539,Milady 4539,mountain,pink,dilated,green,jesus tank,braid blue,,25,gyaru,normal,4539,,,,mestwood pearl necklace,
4540,Milady 4540,mountain,clay,dilated,aqua,bear sweater,braid brown,anime chest tattoo,27,prep-harajuku,c-drip,4540,,bandana,,,
4541,Milady 4541,streets,tan,dilated,green,black blazer,og green,,29,prep,c-drip,4541,,,prescription glasses,,dual rings silver
4542,Milady 4542,streets,pale,sparkle,green,cactus shirt,og blonde,,30,hypebeast-gyaru,b-drip,4542,,dubai hat,,,
4543,Milady 4543,sunset,pink,dilated,green,sailor lolita,og green,,25,lolita-prep,normal,4543,,varsity cap,,,
4544,Milady 4544,clouds,clay,dilated,blue,ribbon lolita,braid black,,18,lolita,normal,4544,nose ring silver,,,,
4545,Milady 4545,sunrise,clay,dilated,blue,black blazer,og frosted purple,,27,prep-harajuku,c-drip,4545,,kossphones,,,
4546,Milady 4546,clouds,clay,dilated,aqua,remilia tank,bowl blue,,35,harajuku-gyaru,a-drip,4546,face piercings,heihei hat,,girl necklace,
4547,Milady 4547,sunrise,pale,teary,blue,blue pink shirt,braid brown,,23,lolita,normal,4547,face piercings,,prescription glasses,,
4548,Milady 4548,harajuku,pale,sparkle,brown,knit sweater,braid blue,castle neck tattoo,30,prep-gyaru,b-drip,4548,,trucker hat 911,,,
4549,Milady 4549,tennis,pale,sleepy,green,football shirt,bowl brown,,23,hypebeast,normal,4549,,,,,
4550,Milady 4550,clouds,clay,spiral,brown,maf creeper,bowl blue,,33,hypebeast-gyaru,b-drip,4550,,trucker construction,,,strawberry earring
4551,Milady 4551,bushland,pink,sparkle,blue,silk shirt,braid black,spider neck tattoo,50,hypebeast,ss-drip,4551,,alien hat,,,
4552,Milady 4552,streets,tan,sleepy,blue,remilia tank,braid black,,30,gyaru,b-drip,4552,,,,smiley bead necklace,
4553,Milady 4553,mountain,pink,dilated,blue,pink knit polo,tuft brown,,25,prep,normal,4553,milady pilled tattoo,,,,
4554,Milady 4554,mountain,pale,sparkle,brown,sailor lolita,tuft brown,,16,lolita,normal,4554,,,,,
4555,Milady 4555,mountain,alien,classic,brown,bear sweater,braid blue,,57,prep,ss-drip,4555,crescent tattoo,spotted fur hat,,,
4556,Milady 4556,roadside,pink,sparkle,blue,remilia tank,tuft brown,,26,lolita-gyaru,c-drip,4556,,maid hat,,,safety pin piercing
4557,Milady 4557,bushland,clay,dilated,blue,peter pan collar shirt,short blonde,,26,lolita,c-drip,4557,,bear hat,,,
4558,Milady 4558,train,pale,sparkle,blue,heihei shirt,braid green,anime chest tattoo,35,harajuku,a-drip,4558,,,,,
4559,Milady 4559,mountain,pale,dilated,brown,mwo shirt,og blonde,,25,harajuku-gyaru,normal,4559,,heihei hat,,,
4560,Milady 4560,sunrise,pink,dilated,brown,mape hoodie,braid black,,27,hypebeast,c-drip,4560,nose ring gold,,,,cross earring
4561,Milady 4561,casino,clay,teary,brown,goth poncho,braid blue,,28,lolita,c-drip,4561,,,,,
4562,Milady 4562,casino,pale,closed,blue,skull sweater,og blue,castle neck tattoo,34,hypebeast,b-drip,4562,,,cobain glasses,,
4563,Milady 4563,tennis,pink,sparkle,blue,pink knit polo,bowl purple,,27,prep,c-drip,4563,,,,,
4564,Milady 4564,roadside,pale,classic,blue,malenciaga neon,bowl purple,,35,hypebeast,a-drip,4564,,,,,
4565,Milady 4565,mountain,tan,dilated,gold,ribbon lolita,braid blue,,24,lolita,normal,4565,,,,,
4566,Milady 4566,mountain,pink,sparkle,brown,pink knit polo,og black,,42,prep,s-drip,4566,,spotted fur hat,,,chrome cross
4567,Milady 4567,harajuku,pink,sparkle,green,black blazer,tuft brown,,21,prep,normal,4567,,,,,dual rings gold
4568,Milady 4568,roadside,pale,classic,grey,mouse tank,braid purple,,34,gyaru,b-drip,4568,,trucker white rabbit,,milady beads,
4569,Milady 4569,sunset,tan,sparkle,brown,goth poncho,og blonde,,26,lolita,c-drip,4569,,,,,
4570,Milady 4570,bushland,clay,teary,green,kogal cardigan,braid green,,26,prep,c-drip,4570,snakebites,,,,safety pin piercing
4571,Milady 4571,clouds,clay,dilated,green,hikki condition shirt,braid purple,,32,prep-gyaru,b-drip,4571,,ivy cap,,,
4572,Milady 4572,bushland,tan,teary,brown,leopard polo,tuft green,,45,harajuku-gyaru,ss-drip,4572,milady pilled tattoo,bandana,,fliphone lanyard,
4573,Milady 4573,casino,clay,sparkle,gold,heihei shirt,tuft dark,,26,prep-harajuku,c-drip,4573,,varsity cap,,pearl necklace,
4574,Milady 4574,sunset,clay,classic,green,gold spray puffer,braid brown,,23,hypebeast,normal,4574,,,,,
4575,Milady 4575,sonora,clay,dilated,green,mouse tank,short blue,,29,gyaru,c-drip,4575,,flower clip,,silver coin necklace,
4576,Milady 4576,bushland,pale,dilated,gold,blue sweatervest,bowl green,,23,prep-harajuku,normal,4576,,bear ears,mottega sunglasses blue,smiley bead necklace,
4577,Milady 4577,sunrise,clay,classic,blue,meedles tracksuit,short orange,,22,hypebeast,normal,4577,,,,,
4578,Milady 4578,sunrise,pale,closed,aqua,meedles tracksuit,short blonde,,27,hypebeast-harajuku,c-drip,4578,,bear ears,,,double safety pins
4579,Milady 4579,bushland,clay,sparkle,lilac,bear sweater,og blue,,18,prep,normal,4579,,,prescription glasses,,
4580,Milady 4580,casino,clay,sparkle,green,blue pink shirt,bowl brown,,13,lolita,normal,4580,,,,,
4581,Milady 4581,mountain,clay,spiral,brown,football shirt,og frosted blonde,,33,prep-hypebeast,b-drip,4581,,plaid bonnet,,,
4582,Milady 4582,sonora,tan,teary,green,mouse tank,bowl blue,,41,gyaru,s-drip,4582,black hearts tattoo,trucker oasis,,coral cross necklace,
4583,Milady 4583,tennis,clay,heart eyes,blue,sheep pullover,bowl slate,,32,prep-harajuku,b-drip,4583,teardrops tattoo,kossphones,,,
4584,Milady 4584,sunset,pink,sleepy,brown,ulzzang coat,bowl blue,,32,prep-gyaru,b-drip,4584,,flower clip,,,double safety pins
4585,Milady 4585,bushland,pale,dilated,blue,im cute im punk shirt,short green,,24,harajuku-gyaru,normal,4585,,kossphones,,,
4586,Milady 4586,sunset,pale,classic,blue,maf rothko,bowl purple,,26,hypebeast,c-drip,4586,,,,,
4587,Milady 4587,tennis,pale,teary,green,kogal cardigan,bowl blue,,24,prep-gyaru,normal,4587,,flower clip,,,
4588,Milady 4588,bushland,pink,dilated,green,maid,tuft dark,,19,lolita,normal,4588,,,,,
4589,Milady 4589,bjork,pink,classic,blue,active dissident shirt,bowl blue,,37,lolita-gyaru,a-drip,4589,,bear hat,,,diamond stud
4590,Milady 4590,sonora,pink,dilated,lilac,kogal cardigan,short orange,,31,lolita-prep,b-drip,4590,,pink bonnet,,,chrome cross
4591,Milady 4591,sonora,pale,teary,brown,malenciaga jersey,bowl harajuku dye,,38,hypebeast,a-drip,4591,,,,,
4592,Milady 4592,roadside,tan,smug,lilac,blue pink shirt,bowl slate,,22,lolita,normal,4592,,,,,
4593,Milady 4593,sonora,pink,teary,blue,active dissident shirt,og blue,,36,prep-gyaru,a-drip,4593,,spotted fur hat,,,
4594,Milady 4594,bushland,pink,classic,blue,ulzzang coat,braid brown,,25,prep,normal,4594,,,,,safety pin piercing
