TOKEN_ID,TOKEN_NAME,Background,Race,Eyes,Eye Color,Shirt,Hair,Neck,Core,Drip Grade,Face Decoration,Hat,Glasses,Necklace,Earring
4201,Milady 4201,mountain,clay,teary,blue,super lover shirt,bowl blue,,harajuku-gyaru,normal,,heihei hat,,,
4202,Milady 4202,xp,pink,classic,green,bowling shirt oriental,tuft brown,,hypebeast-gyaru,b-drip,,denim usa cap,,smiley bead necklace,
4203,Milady 4203,casino,pink,sparkle,blue,super lover shirt,bowl slate,lean neck tattoo,hypebeast-gyaru,b-drip,,trucker gothic milady,,,double safety pins
4204,Milady 4204,train,tan,dilated,blue,special people shirt,short orange,,gyaru,a-drip,star heart tattoo,,cobain glasses,,
4205,Milady 4205,harajuku,pink,spiral,blue,leopard polo,og green,,hypebeast-gyaru,a-drip,,trucker gothic milady,,,
4206,Milady 4206,mountain,pink,dilated,leaf,tie dye shirt,short green,,harajuku,a-drip,,heihei hat,mottega sunglasses yellow,,
4207,Milady 4207,mountain,pink,teary,green,goth harajuku,bowl slate,,harajuku,b-drip,,bandana,round glasses,,
4208,Milady 4208,clouds,pale,sparkle,green,cactus shirt,tuft dark,,gyaru,normal,,,round glasses,,dual rings gold
4209,Milady 4209,bushland,pale,classic,blue,bowling shirt,bowl green,,hypebeast,normal,,,,,cross earring
4210,Milady 4210,bjork,clay,teary,green,cactus shirt,og green,,harajuku-gyaru,c-drip,,bear ears,,,
4211,Milady 4211,casino,clay,teary,green,active dissident shirt,tuft blue,,harajuku-gyaru,b-drip,,kossphones,,,dual rings gold
4212,Milady 4212,tennis,clay,dilated,aqua,jesus tank,bowl green,,lolita-gyaru,c-drip,nose ring gold,bear hat,,mestwood pearl necklace,
4213,Milady 4213,sunrise,pink,sparkle,green,heihei shirt,tuft green,,harajuku-gyaru,b-drip,,trucker white rabbit,,milady beads,chain earrings
4214,Milady 4214,nagano,pink,crying,brown,green blazer,short green,,prep,a-drip,,plaid bonnet,,,strawberry earring
4215,Milady 4215,roadside,pale,sleepy,lilac,blue pink shirt,bowl blue,,lolita-hypebeast,normal,,meedles headband,,,
4216,Milady 4216,mountain,pale,sleepy,green,pink knit polo,tuft brown,,prep,normal,,,,,chrome cross
4217,Milady 4217,sunrise,pale,closed,brown,cardigan tee,tuft dark,,lolita-harajuku,c-drip,,sailor hat,,girl necklace,
4218,Milady 4218,sunrise,alien,classic,brown,bosozuku jacket,og frosted purple,,harajuku-gyaru,ss-drip,,trucker oasis,,,strawberry earring
4219,Milady 4219,sunrise,clay,sparkle,blue,red puffer,braid brown,,lolita-hypebeast,c-drip,,goth headband,,,strawberry earring
4220,Milady 4220,sunrise,pink,sleepy,green,black blazer,bowl black,,prep,normal,,,,,bar piercings
4221,Milady 4221,bushland,tan,sleepy,lilac,blue ribbon tank,tuft blue,,gyaru,s-drip,,cross cap pink,,milady beads,
4222,Milady 4222,sunrise,pink,dilated,brown,bowling shirt oriental,tuft blue,,hypebeast-harajuku,s-drip,temple cross tattoo,cat earmuffs,,,cherry earring
4223,Milady 4223,bushland,tan,teary,brown,ulzzang coat,bowl slate,,prep-gyaru,c-drip,,cross cap white,,,
4224,Milady 4224,clouds,pink,classic,brown,fur coat,bowl brown,anime chest tattoo,lolita-harajuku,a-drip,,kossphones,,,
4225,Milady 4225,mountain,pale,sparkle,brown,silk shirt,tuft dark,,hypebeast,normal,,,,,
4226,Milady 4226,sonora,clay,dilated,brown,pink knit polo,tuft dark,,prep-hypebeast,normal,,meedles headband,,,
4227,Milady 4227,mountain,pale,sparkle,blue,sweater and tie,tuft dark,,prep,normal,,,mottega sunglasses blue,,
4228,Milady 4228,roadside,tan,sparkle,grey,peter pan collar shirt,og orange,,lolita-gyaru,c-drip,,trucker hat 911,prescription glasses,,
4229,Milady 4229,mountain,pink,dilated,green,gold spray puffer,og green,,hypebeast-gyaru,c-drip,,backwards trucker pink,,,
4230,Milady 4230,sunset,pink,teary,blue,goth poncho,bowl brown,,lolita-harajuku,a-drip,,halo,,,
4231,Milady 4231,sunrise,pale,dilated,brown,remilia tank,bowl blue,anime chest tattoo,prep-gyaru,c-drip,,plaid bonnet,,,
4232,Milady 4232,casino,pale,dilated,brown,ribbon lolita,short blonde,,lolita-prep,b-drip,,ivy cap,larry glasses,,
4233,Milady 4233,sunrise,clay,classic,brown,super lover shirt,braid green,,gyaru,normal,snakebites,,,,
4234,Milady 4234,mountain,black,dilated,brown,super lover shirt,tuft blue,,gyaru,normal,,,,,
4235,Milady 4235,clouds,pink,dilated,blue,remilia tank,braid black,,harajuku-gyaru,s-drip,teardrops tattoo,migoko hat,,silver coin necklace,
4236,Milady 4236,sunrise,clay,dilated,brown,ulzzang coat,og orange,,prep,normal,,,,,
4237,Milady 4237,xp,pale,dilated,brown,fuzzy coat,og blonde,,prep-gyaru,normal,,denim usa cap,,,chain earrings
4238,Milady 4238,sunset,pink,dilated,green,meedles tracksuit,bowl black,,hypebeast,normal,snakebites,,,,
4239,Milady 4239,sunset,pink,classic,green,pink knit polo,braid green,castle neck tattoo,prep,b-drip,,,,,strawberry earring
4240,Milady 4240,yashima,clay,crying,green,meline teddy,og blonde,,lolita-hypebeast,s-drip,,goth headband,round glasses,,dual rings gold
4241,Milady 4241,harajuku,clay,sparkle,brown,tie dye shirt,og blue,,harajuku,normal,,,,,cherry earring
4242,Milady 4242,sunset,clay,sleepy,green,meline teddy,bowl purple,,lolita-hypebeast,s-drip,,blue pink bow,,,heart pearls earring
4243,Milady 4243,sunset,tan,closed,brown,tie dye shirt,og orange,,harajuku,ss-drip,crescent tattoo,migoko hat,,,
4244,Milady 4244,sonora,pale,teary,lilac,active dissident shirt,short blue,castle neck tattoo,gyaru,c-drip,face piercings,,,,
4245,Milady 4245,sunrise,clay,sparkle,brown,malenciaga neon,bowl black,,hypebeast,b-drip,,,,,safety pin piercing
4246,Milady 4246,sunset,tan,sparkle,brown,maf creeper,og frosted purple,anime chest tattoo,hypebeast,s-drip,,,,,chrome cross
4247,Milady 4247,sunrise,clay,smug,green,red puffer,bowl harajuku dye,,hypebeast-gyaru,b-drip,,backwards trucker pink,,,
4248,Milady 4248,clouds,clay,dilated,green,ribbon lolita,bowl purple,lean neck tattoo,lolita-hypebeast,s-drip,,alien hat,mottega sunglasses yellow,,
4249,Milady 4249,clouds,clay,sparkle,green,black blazer,braid blue,,prep,c-drip,,beret,,,
4250,Milady 4250,tennis,pink,classic,leaf,maf creeper,bowl slate,,hypebeast-harajuku,c-drip,,cat earmuffs,,,
4251,Milady 4251,harajuku,pink,classic,brown,fleece paisley jacket,tuft brown,,hypebeast-gyaru,ss-drip,star heart tattoo,rhinestone skull cap,mottega sunglasses blue,,celine dog
4252,Milady 4252,clouds,pink,classic,aqua,hikki condition shirt,bowl black,,gyaru,c-drip,,,,,diamond stud
4253,Milady 4253,mountain,pink,classic,green,sweater and tie,tuft purple,,prep-gyaru,b-drip,star heart tattoo,trucker construction,,,
4254,Milady 4254,streets,clay,teary,brown,heihei shirt,bowl slate,,harajuku-gyaru,b-drip,,trucker hat 911,,cherry necklace,
4255,Milady 4255,sunset,pink,crying,green,matagonia pullover,,,hypebeast-harajuku,s-drip,,strawberry hat,mottega sunglasses blue,girl necklace,
4256,Milady 4256,harajuku,pale,sparkle,blue,meline teddy,og blonde,,hypebeast,c-drip,,,,,
4257,Milady 4257,bushland,tan,sparkle,brown,jesus tank,og orange,,gyaru,b-drip,,trucker oasis,,milady beads,
4258,Milady 4258,sonora,tan,classic,brown,goth harajuku,short orange,,prep-harajuku,a-drip,,earflap cap,prescription glasses,,
4259,Milady 4259,sunset,clay,sparkle,green,matagonia pullover,tuft green,,hypebeast-gyaru,a-drip,,trucker oasis,prescription glasses,mestwood pearl necklace,diamond stud
4260,Milady 4260,yashima,clay,classic,green,sailor lolita,tuft green,,lolita,normal,,,,,cherry earring
4261,Milady 4261,nagano,tan,teary,brown,western jacket,og frosted purple,,prep-hypebeast,s-drip,crescent tattoo,plaid bonnet,,,
4262,Milady 4262,bjork,clay,crying,blue,cactus shirt,short blue,,gyaru,b-drip,,trucker white rabbit,,,
4263,Milady 4263,clouds,pale,teary,aqua,im cute im punk shirt,tuft dark,,hypebeast-gyaru,normal,,meedles headband,,,
4264,Milady 4264,mountain,black,teary,green,black blazer,og orange,,prep,normal,,,,,
4265,Milady 4265,nagano,clay,sparkle,green,tie dye shirt,braid brown,,harajuku,normal,,,,,
4266,Milady 4266,sunrise,pale,teary,blue,leopard polo,short blonde,,gyaru,c-drip,,,,milady beads,
4267,Milady 4267,clouds,pink,classic,green,blue sweatervest,tuft purple,,prep-gyaru,normal,,trucker im so,,,
4268,Milady 4268,clouds,pink,dilated,brown,black blazer,tuft green,,prep-hypebeast,c-drip,,dubai hat,,,
4269,Milady 4269,bushland,tan,sleepy,brown,jesus tank,short blonde,,gyaru,normal,,,,,safety pin piercing
4270,Milady 4270,mountain,pink,sleepy,blue,sweater and tie,braid green,,prep,b-drip,,,mottega sunglasses yellow,,
4271,Milady 4271,casino,pink,sparkle,brown,cactus shirt,bowl slate,,harajuku-gyaru,b-drip,,kossphones,prescription glasses,,
4272,Milady 4272,xp,clay,dilated,blue,blue pink shirt,tuft purple,,lolita-gyaru,b-drip,,aloha visor,round glasses,,
4273,Milady 4273,roadside,pale,sparkle,blue,pink knit polo,bowl black,,prep,normal,,,,,
4274,Milady 4274,clouds,clay,closed,blue,fleece paisley jacket,short orange,,hypebeast,a-drip,,,,,dual rings gold
4275,Milady 4275,clouds,pink,dilated,blue,maid,bowl green,,lolita-gyaru,c-drip,,trucker white rabbit,,,dual rings silver
4276,Milady 4276,yashima,pale,sparkle,blue,blue ribbon tank,bowl blue,,lolita-gyaru,c-drip,snakebites,fuzz earmuffs,,,dual rings gold
4277,Milady 4277,bushland,clay,sleepy,blue,malenciaga jersey,og frosted purple,,hypebeast,ss-drip,,trucker gothic milady,,,chrome cross
4278,Milady 4278,clouds,pale,dilated,brown,blue sweatervest,bowl black,lean neck tattoo,prep-gyaru,c-drip,,trucker oasis,,fliphone lanyard,
4279,Milady 4279,casino,clay,teary,brown,knit sweater,braid brown,,prep,b-drip,,plaid bonnet,,fliphone lanyard,
4280,Milady 4280,mountain,pink,classic,lilac,cardigan tee,bowl blue,,harajuku,normal,,,,,dual rings gold
4281,Milady 4281,sunrise,clay,sparkle,lilac,ribbon lolita,short blonde,,lolita-gyaru,normal,,trucker oasis,,,
4282,Milady 4282,mountain,pale,sparkle,blue,special people shirt,tuft blue,,harajuku-gyaru,c-drip,,fez,,,safety pin piercing
4283,Milady 4283,mountain,clay,dilated,brown,bowling shirt oriental,short blonde,,hypebeast-harajuku,c-drip,,bear ears,,girl necklace,
4284,Milady 4284,clouds,pale,classic,brown,peter pan collar shirt,short blue,spider neck tattoo,lolita-prep,normal,,plaid bonnet,,,
4285,Milady 4285,yashima,pink,sparkle,green,western jacket,og frosted blonde,,hypebeast,a-drip,,,harajuku glasses,,
4286,Milady 4286,bushland,pale,spiral,blue,cardigan tee,braid blue,,harajuku,a-drip,face piercings,,,coral cross necklace,chain earrings
4287,Milady 4287,casino,alien,spiral,blue,fleece paisley jacket,og green,,hypebeast,s-drip,,,,,
4288,Milady 4288,clouds,pink,classic,green,sweater and tie,og frosted purple,,prep,b-drip,face piercings,,,,
4289,Milady 4289,bushland,pink,sparkle,blue,red puffer,og frosted purple,,hypebeast-gyaru,c-drip,,brown cowboy hat,,,
4290,Milady 4290,sunset,pale,closed,green,leopard vest,braid green,,harajuku-gyaru,b-drip,,trucker pink camo,,,
4291,Milady 4291,sunrise,clay,teary,brown,fuzzy coat,braid black,,prep-gyaru,b-drip,snakebites,denim usa cap,,,flower earring
4292,Milady 4292,nagano,pink,sparkle,blue,hikki condition shirt,braid green,,lolita-gyaru,a-drip,,pink bow,,,strawberry earring
4293,Milady 4293,bushland,clay,closed,blue,gold spray puffer,short blonde,,prep-hypebeast,b-drip,,plaid bonnet,mottega sunglasses blue,,
4294,Milady 4294,mountain,clay,sparkle,blue,blue sweatervest,bowl slate,,prep-gyaru,c-drip,star heart tattoo,white cowboy hat,,milady beads,
4295,Milady 4295,sonora,pink,classic,brown,jesus tank,braid brown,,gyaru,normal,,,,,dual rings silver
4296,Milady 4296,sunset,clay,sleepy,brown,cactus shirt,braid brown,,gyaru,normal,,,,,
4297,Milady 4297,streets,black,sleepy,brown,ulzzang coat,short pink,,prep-gyaru,s-drip,,trucker oasis,round glasses,,
4298,Milady 4298,sunrise,pink,dilated,green,pink coat,og black,,lolita,c-drip,crescent tattoo,,round glasses,,
4299,Milady 4299,clouds,clay,sparkle,blue,sailor lolita,braid blue,,lolita,b-drip,,,,,heart pearls earring
4300,Milady 4300,sunrise,pale,dilated,green,leopard polo,braid green,,lolita-gyaru,c-drip,,pink bonnet,,,
4301,Milady 4301,mountain,pink,sparkle,green,red puffer,og frosted purple,,hypebeast,normal,,,,,safety pin piercing
4302,Milady 4302,sunrise,clay,closed,blue,goth harajuku,og frosted blonde,,harajuku,b-drip,gucci cone tattoo,,,,
4303,Milady 4303,mountain,pale,classic,green,meline teddy,tuft green,,prep-hypebeast,ss-drip,,spotted fur hat,round glasses,,cherry earring
4304,Milady 4304,clouds,pale,sparkle,green,super lover shirt,short green,,gyaru,c-drip,,,mottega sunglasses yellow,,chrome cross
4305,Milady 4305,sunset,pink,sleepy,green,chore coat,braid black,,hypebeast,c-drip,,,prescription glasses,,
4306,Milady 4306,sunset,pink,sleepy,green,goth poncho,tuft blue,,lolita,c-drip,,,,,
4307,Milady 4307,bushland,clay,classic,brown,super lover shirt,bowl brown,,gyaru,normal,,flower clip,,,
4308,Milady 4308,sunrise,clay,teary,green,sheep pullover,braid blue,,prep,b-drip,,,prescription glasses,,bar piercings
4309,Milady 4309,nagano,pink,teary,green,matagonia pullover,short orange,,hypebeast-gyaru,s-drip,face piercings,denim usa cap,,mestwood pearl necklace,
4310,Milady 4310,bushland,pink,classic,blue,mwo shirt,bowl black,,gyaru,normal,,,,,dual rings silver
4311,Milady 4311,sunrise,clay,crying,brown,western jacket,bowl black,,hypebeast,normal,,,mottega sunglasses yellow,,
4312,Milady 4312,clouds,pink,sleepy,green,mape hoodie,bowl green,,hypebeast,s-drip,black hearts tattoo,treeprint bucket,,,dual rings gold
4313,Milady 4313,bushland,alien,classic,aqua,kogal cardigan,braid black,,prep,b-drip,,,,,
4314,Milady 4314,bushland,clay,closed,blue,cardigan tee,tuft green,,harajuku,normal,temple cross tattoo,,,,
4315,Milady 4315,clouds,clay,classic,grey,ulzzang coat,tuft purple,,prep-gyaru,b-drip,star heart tattoo,rhinestone skull cap,,,
4316,Milady 4316,sunset,pale,classic,brown,ribbon lolita,short blonde,,lolita-harajuku,c-drip,,cake hat,,,
4317,Milady 4317,tennis,clay,sparkle,blue,fleece paisley jacket,braid brown,,lolita-hypebeast,a-drip,,blue pink bow,,,safety pin piercing
4318,Milady 4318,mountain,clay,dilated,green,super lover shirt,og black,lean neck tattoo,lolita-gyaru,c-drip,teardrops tattoo,pink bow,,,
4319,Milady 4319,sunrise,tan,sleepy,green,green blazer,tuft brown,,prep,normal,,,mottega sunglasses blue,,
4320,Milady 4320,bushland,clay,sleepy,green,mouse tank,braid green,,gyaru,b-drip,,,sunglasses,eth necklace,
4321,Milady 4321,tennis,clay,spiral,brown,red puffer,tuft purple,,hypebeast,c-drip,,,,,dual rings gold
4322,Milady 4322,mountain,pale,teary,green,maid,tuft green,,lolita,normal,,,,,
4323,Milady 4323,bushland,pale,sparkle,brown,skull sweater,og frosted blonde,,hypebeast,c-drip,crescent tattoo,,,,
4324,Milady 4324,sunset,pale,sparkle,green,peter pan collar shirt,bowl black,,lolita-gyaru,c-drip,nose ring silver,denim usa cap,prescription glasses,,strawberry earring
4325,Milady 4325,mountain,tan,dilated,brown,im cute im punk shirt,short blonde,,gyaru,normal,,,prescription glasses,,
4326,Milady 4326,bushland,pale,dilated,lilac,heihei shirt,tuft green,,hypebeast-harajuku,b-drip,black hearts tattoo,trucker gothic milady,,,
4327,Milady 4327,mountain,pink,teary,blue,cardigan tee,braid black,,harajuku-gyaru,a-drip,,aloha visor,,fliphone lanyard,
4328,Milady 4328,sunset,pale,dilated,brown,maf rothko,bowl black,,hypebeast-harajuku,normal,,bear ears,,,
4329,Milady 4329,sunset,pale,crying,green,mape hoodie,og green,,lolita-hypebeast,a-drip,star heart tattoo,cat ears with bell,,,bar piercings
4330,Milady 4330,sonora,pink,teary,green,cactus shirt,bowl blue,,prep-gyaru,c-drip,teardrops tattoo,beret,,,
4331,Milady 4331,mountain,clay,sleepy,green,pink knit polo,tuft dark,,prep,normal,milady pilled tattoo,,,,
4332,Milady 4332,bushland,tan,dilated,brown,sailor lolita,short green,,lolita-gyaru,b-drip,,workin cap,,,
4333,Milady 4333,tennis,tan,dilated,blue,active dissident shirt,og orange,,gyaru,b-drip,teardrops tattoo,shy saints cap,,,
4334,Milady 4334,bushland,pale,sleepy,green,red puffer,bowl slate,,hypebeast-gyaru,normal,,workin cap,,,dual rings silver
4335,Milady 4335,sunset,pale,sparkle,lilac,ribbon lolita,og frosted purple,,lolita-gyaru,normal,,trucker pink camo,,,
4336,Milady 4336,sonora,clay,sleepy,brown,leopard polo,bowl brown,,gyaru,normal,,,,cherry necklace,
4337,Milady 4337,roadside,tan,dilated,blue,maf rothko,braid blue,castle neck tattoo,hypebeast-harajuku,s-drip,,cat earmuffs,,,
4338,Milady 4338,xp,clay,classic,blue,zip polo,bowl black,castle neck tattoo,harajuku,b-drip,,,,girl necklace,
4339,Milady 4339,sonora,pale,teary,brown,sweater and tie,bowl harajuku dye,,prep-gyaru,s-drip,,trucker anime,harajuku glasses,,
4340,Milady 4340,mountain,pale,sleepy,brown,black blazer,og frosted purple,,prep,c-drip,face piercings,,,,diamond stud
4341,Milady 4341,bushland,clay,classic,blue,special people shirt,bowl brown,,gyaru,normal,,,,,
4342,Milady 4342,bushland,pale,sparkle,aqua,black blazer,bowl purple,,prep,normal,nose ring gold,,prescription glasses,,
4343,Milady 4343,sunset,clay,dilated,grey,black blazer,bowl black,,prep,normal,,varsity cap,,,
4344,Milady 4344,bushland,pink,sparkle,blue,mouse tank,bowl blue,lean neck tattoo,gyaru,a-drip,,shy saints cap,sunglasses,,
4345,Milady 4345,sunrise,tan,classic,lilac,maid,bowl harajuku dye,lean neck tattoo,lolita-hypebeast,ss-drip,,treeprint bucket,,,
4346,Milady 4346,casino,black,dilated,green,maf creeper,og black,,hypebeast,c-drip,nose ring silver,,,,
4347,Milady 4347,mountain,pale,dilated,leaf,goth poncho,braid blue,,lolita,ss-drip,,cat ears with bell,prescription glasses,,celine dog
4348,Milady 4348,mountain,tan,smug,blue,pink knit polo,tuft blue,,prep-gyaru,b-drip,nose ring silver,backwards trucker pink,,,
4349,Milady 4349,train,pink,sleepy,green,ulzzang coat,bowl purple,,prep-gyaru,s-drip,,flower clip,round glasses,,diamond stud
4350,Milady 4350,clouds,clay,heart eyes,brown,red puffer,og orange,,hypebeast-gyaru,normal,,trucker oasis,,,
4351,Milady 4351,sonora,clay,sparkle,green,bowling shirt,og orange,,hypebeast-gyaru,b-drip,star heart tattoo,backwards trucker pink,,evil eye necklace,
4352,Milady 4352,sunset,clay,crying,green,black blazer,short orange,,prep,c-drip,milady pilled tattoo,,,,
4353,Milady 4353,casino,clay,spiral,blue,chore coat,braid green,,hypebeast,a-drip,star heart tattoo,,harajuku glasses,,
4354,Milady 4354,sunset,clay,classic,blue,green blazer,bowl slate,,prep,normal,,earflap cap,,,
4355,Milady 4355,sunrise,pale,sleepy,green,blue ribbon tank,tuft green,,gyaru,normal,,,,silver coin necklace,cross earring
4356,Milady 4356,sunset,clay,sparkle,gold,hikki condition shirt,og black,,gyaru,normal,temple cross tattoo,,,,
4357,Milady 4357,sunset,pale,dilated,green,black blazer,tuft brown,,prep,normal,,,,,
4358,Milady 4358,bushland,pink,teary,blue,knit sweater,tuft purple,,prep,c-drip,,,,,strawberry earring
4359,Milady 4359,casino,pink,classic,lilac,chore coat,braid blue,,prep-hypebeast,a-drip,temple cross tattoo,bean hat,,,
4360,Milady 4360,sonora,pink,classic,green,matagonia pullover,og blonde,,hypebeast-gyaru,c-drip,,shy saints cap,,,
4361,Milady 4361,roadside,pink,smug,leaf,gold spray puffer,bowl green,,hypebeast-gyaru,b-drip,,brown cowboy hat,,,
4362,Milady 4362,sunset,pale,closed,gold,active dissident shirt,tuft green,,gyaru,normal,,,,,cross earring
4363,Milady 4363,sunrise,pale,sleepy,lilac,blue ribbon tank,tuft purple,,gyaru,normal,,,,coral cross necklace,
4364,Milady 4364,yashima,pale,crying,green,sweater and tie,tuft blue,,prep-gyaru,c-drip,,shy saints cap,,,
4365,Milady 4365,roadside,clay,classic,green,matagonia pullover,bowl brown,,hypebeast-gyaru,b-drip,,cross cap white,,fliphone lanyard,
4366,Milady 4366,roadside,pink,classic,blue,tie dye shirt,braid brown,,prep-harajuku,s-drip,,beret,cobain glasses,,heart pearls earring
4367,Milady 4367,sunset,pink,dilated,brown,kogal cardigan,tuft brown,,prep,b-drip,teardrops tattoo,ivy cap,,,chrome cross
4368,Milady 4368,mountain,pink,crying,lilac,active dissident shirt,tuft green,,gyaru,b-drip,,,prescription glasses,,flower earring
4369,Milady 4369,bushland,pale,classic,aqua,bosozuku jacket,short blue,,harajuku-gyaru,s-drip,,brown cowboy hat,,coral cross necklace,diamond stud
4370,Milady 4370,sunrise,pale,sparkle,blue,im cute im punk shirt,og black,castle neck tattoo,gyaru,c-drip,,cross cap pink,,,
4371,Milady 4371,roadside,pink,spiral,blue,tie dye shirt,tuft blue,,harajuku-gyaru,b-drip,,rhinestone skull cap,,,
4372,Milady 4372,tennis,clay,teary,blue,blue ribbon tank,bowl slate,,gyaru,normal,,,,mestwood pearl necklace,strawberry earring
4373,Milady 4373,roadside,black,sleepy,brown,kogal cardigan,braid black,,prep,c-drip,,,,,
4374,Milady 4374,clouds,clay,dilated,green,skull sweater,short green,,hypebeast-gyaru,normal,,trucker white rabbit,,,
4375,Milady 4375,sunrise,tan,classic,blue,bosozuku jacket,og green,,harajuku-gyaru,ss-drip,snakebites,denim fish cap,,coral cross necklace,
4376,Milady 4376,sunrise,clay,sleepy,green,special people shirt,short blue,,harajuku-gyaru,b-drip,,heihei hat,,,burger earring
4377,Milady 4377,sunset,clay,sleepy,blue,mape hoodie,short green,,hypebeast-gyaru,c-drip,,flower clip,,,
4378,Milady 4378,sonora,tan,classic,gold,malenciaga jersey,og green,,hypebeast,s-drip,,,round glasses,,cross earring
4379,Milady 4379,bushland,clay,crying,brown,matagonia pullover,bowl purple,,hypebeast,b-drip,,,round glasses,,
4380,Milady 4380,sunrise,clay,sparkle,green,bowling shirt,short green,,lolita-hypebeast,b-drip,,blue pink bow,,milady beads,
4381,Milady 4381,sunset,pale,sparkle,brown,red puffer,og green,,hypebeast-gyaru,normal,,flower clip,,,
4382,Milady 4382,sunrise,tan,sleepy,lilac,sweater and tie,tuft brown,,prep,normal,nose ring gold,,,,
4383,Milady 4383,sunset,pale,dilated,blue,goth poncho,tuft dark,,lolita,c-drip,,,,,burger earring
4384,Milady 4384,mountain,pink,sparkle,blue,green blazer,tuft purple,,prep,normal,,,,,
4385,Milady 4385,casino,pale,dilated,blue,red puffer,tuft dark,,hypebeast-harajuku,normal,,fez,,,
4386,Milady 4386,clouds,pale,classic,blue,black blazer,tuft brown,,prep,normal,,,,,
4387,Milady 4387,mountain,pink,sparkle,blue,kogal cardigan,tuft blue,,lolita-prep,normal,,blue pink bow,,,
4388,Milady 4388,streets,clay,sparkle,green,pink knit polo,braid green,,prep-harajuku,s-drip,face piercings,heihei hat,,,dual rings silver
4389,Milady 4389,bushland,pink,dilated,gold,special people shirt,,,harajuku-gyaru,b-drip,nose ring gold,strawberry hat,,,bar piercings
4390,Milady 4390,roadside,clay,classic,aqua,mwo shirt,tuft dark,,lolita-gyaru,normal,,bear hat,,,
4391,Milady 4391,bushland,pink,teary,brown,leopard polo,og blonde,,lolita-gyaru,a-drip,,bear hat,cobain glasses,,
4392,Milady 4392,sunset,black,classic,blue,special people shirt,braid blue,,lolita-gyaru,b-drip,,cat ears with bell,,,
4393,Milady 4393,sunset,pink,sleepy,blue,green blazer,og blonde,,prep,normal,,,,,
4394,Milady 4394,bushland,clay,sparkle,blue,black blazer,braid brown,,prep-gyaru,normal,,trucker im so,,,
4395,Milady 4395,mountain,clay,closed,aqua,sheep pullover,og blonde,,prep-harajuku,c-drip,,heihei hat,,,
4396,Milady 4396,bushland,clay,sparkle,green,blue sweatervest,tuft green,,prep,normal,face piercings,plaid bonnet,,,
4397,Milady 4397,bushland,black,crying,aqua,mape hoodie,short blonde,,hypebeast-harajuku,a-drip,,bandana,,,safety pin piercing
4398,Milady 4398,sunset,alien,dilated,green,maid,bowl slate,anime chest tattoo,lolita,ss-drip,,pink bow,,,cherry earring
4399,Milady 4399,bushland,clay,sparkle,brown,im cute im punk shirt,tuft blue,,prep-gyaru,normal,,beret,,,chrome cross
4400,Milady 4400,clouds,clay,teary,green,sailor lolita,bowl purple,,lolita-gyaru,b-drip,,brown cowboy hat,,,
4401,Milady 4401,bushland,tan,spiral,green,jesus tank,og orange,,lolita-gyaru,c-drip,,blue pink bow,,mestwood pearl necklace,
4402,Milady 4402,sunset,clay,smug,blue,knit sweater,bowl brown,,prep,normal,,,,coral cross necklace,double safety pins
4403,Milady 4403,sunset,pale,sparkle,green,silk shirt,og green,,lolita-hypebeast,a-drip,,blue pink bow,mottega sunglasses blue,,
4404,Milady 4404,sunrise,pink,classic,aqua,heihei shirt,tuft blue,,harajuku,b-drip,milady pilled tattoo,,,smiley bead necklace,
4405,Milady 4405,mountain,clay,teary,green,remilia tank,short blonde,,gyaru,b-drip,,trucker hat 911,prescription glasses,,
4406,Milady 4406,bushland,pale,classic,green,red puffer,bowl green,,hypebeast,normal,,,round glasses,,cherry earring
4407,Milady 4407,roadside,pale,sparkle,blue,bear sweater,og blonde,,prep,normal,star heart tattoo,,,,
4408,Milady 4408,bushland,clay,teary,blue,super lover shirt,braid purple,,gyaru,c-drip,black hearts tattoo,,,,
4409,Milady 4409,train,pale,teary,brown,matagonia pullover,braid purple,,hypebeast-gyaru,s-drip,,flower clip,,,chain earrings
4410,Milady 4410,streets,tan,classic,leaf,mwo shirt,bowl slate,,gyaru,a-drip,,flower clip,,,
4411,Milady 4411,mountain,clay,classic,green,ribbon lolita,short green,,lolita-gyaru,normal,,trucker oasis,prescription glasses,,
4412,Milady 4412,roadside,pink,closed,blue,western jacket,og orange,,hypebeast,a-drip,,alien hat,,,
4413,Milady 4413,mountain,clay,dilated,blue,western jacket,braid black,,hypebeast,normal,,,,,
4414,Milady 4414,sunset,pink,dilated,blue,blue ribbon tank,og frosted purple,,gyaru,normal,,,,lean neck tattoo,
4415,Milady 4415,nagano,pale,dilated,green,matagonia pullover,bowl brown,,hypebeast,s-drip,,dubai hat,,,safety pin piercing
4416,Milady 4416,bushland,pink,crying,green,jesus tank,og orange,,harajuku-gyaru,c-drip,,bandana,,milady beads,
4417,Milady 4417,bushland,pale,dilated,lilac,matagonia pullover,,,hypebeast-harajuku,s-drip,,strawberry hat,harajuku glasses,girl necklace,cross earring
4418,Milady 4418,sonora,pink,heart eyes,green,maf creeper,og black,,prep-hypebeast,c-drip,,plaid bonnet,,,
4419,Milady 4419,bushland,clay,sparkle,blue,maid,og green,,lolita,normal,,,,,chain earrings
4420,Milady 4420,sunset,pink,sparkle,gold,peter pan collar shirt,tuft brown,,lolita-harajuku,normal,,bandana,,,
4421,Milady 4421,sunrise,pale,sleepy,brown,pink knit polo,bowl purple,,prep,b-drip,nose ring gold,,,,strawberry earring
